SUMMARY,DATE,AGENT,server_name,day_of_week,hour_of_day,AGENT_encoded,DATE_numeric,svm_results
[MAN] Log /webapp/logs/app123/SystemErr.log ParseException: Content is not allowed in prolog,2023-01-01 18:39:05,websphere,websphere_server_6,6,18,4,1672598345000000000,1
Process : TaskRoutingService is running successfully,2023-01-01 18:43:59,Application,Application_server_55,6,18,0,1672598639000000000,1
Process : nbsl is running successfully,2023-01-01 18:49:12,Application,Application_server_78,6,18,0,1672598952000000000,1
Service: enstart64 is running,2023-01-01 18:54:00,ms_win,ms_win_server_65,6,18,3,1672599240000000000,1
*CP01*nodeagent is missing,2023-01-01 18:59:16,websphere,websphere_server_7,6,18,4,1672599556000000000,1
Service: masvc is running,2023-01-01 19:04:17,ms_win,ms_win_server_48,6,19,3,1672599857000000000,1
Filesystem:  / is 80 full,2023-01-01 19:09:24,linux_ix86,linux_ix86_server_98,6,19,2,1672600164000000000,1
Total CPU Utilization = 75%,2023-01-01 19:14:45,Application,Application_server_129,6,19,0,1672600485000000000,1
Process : TaskRoutingService is running successfully,2023-01-01 19:19:40,Application,Application_server_486,6,19,0,1672600780000000000,1
[MAN] Log /var/log/messages NIC Link is Up.,2023-01-01 19:24:25,linux_ix86,linux_ix86_server_42,6,19,2,1672601065000000000,-1
Process : TaskRoutingService is running successfully,2023-01-01 19:29:17,Application,Application_server_513,6,19,0,1672601357000000000,1
Current memory usage percentage is 80%,2023-01-01 19:34:33,Application,Application_server_298,6,19,0,1672601673000000000,1
Process : TaskRoutingService is running successfully,2023-01-01 19:39:23,Application,Application_server_139,6,19,0,1672601963000000000,1
Process : nbrmms is running successfully,2023-01-01 19:44:11,Application,Application_server_9,6,19,0,1672602251000000000,1
Process : nbrmms is running successfully,2023-01-01 19:49:00,Application,Application_server_390,6,19,0,1672602540000000000,1
CHRONY : process is running successfully,2023-01-01 19:53:47,linux_ix86,linux_ix86_server_26,6,19,2,1672602827000000000,-1
[MAN] The PERC1 battery is high.,2023-01-01 19:58:32,dell-idrac,dell-idrac_server_38,6,19,1,1672603112000000000,1
system: Processor Queue Length is 0,2023-01-01 20:03:04,ms_win,ms_win_server_5,6,20,3,1672603384000000000,1
[MAN] The system inlet temperature is above than the lower critical threshold.,2023-01-01 20:08:12,dell-idrac,dell-idrac_server_28,6,20,1,1672603692000000000,1
CHRONY : process is running successfully,2023-01-01 20:12:37,linux_ix86,linux_ix86_server_116,6,20,2,1672603957000000000,1
[MAN] Predictive failure reported for Disk 1 in Backplane 1 of Integrated RAID Controller 1.,2023-01-01 20:17:15,dell-idrac,dell-idrac_server_4,6,20,1,1672604235000000000,-1
Filesystem:  / is 70 full,2023-01-01 20:22:18,linux_ix86,linux_ix86_server_133,6,20,2,1672604538000000000,1
Filesystem:  / is 85 full,2023-01-01 20:27:14,linux_ix86,linux_ix86_server_59,6,20,2,1672604834000000000,1
CHRONY : process is running successfully,2023-01-01 20:32:03,linux_ix86,linux_ix86_server_64,6,20,2,1672605123000000000,1
[MAN] Predictive failure reported for Disk 0 in Backplane 1 of Integrated RAID Controller 1.,2023-01-01 20:36:52,dell-idrac,dell-idrac_server_35,6,20,1,1672605412000000000,1
Total CPU Utilization = 60%,2023-01-01 20:41:33,Application,Application_server_27,6,20,0,1672605693000000000,1
Total CPU Utilization = 75%,2023-01-01 20:46:36,Application,Application_server_359,6,20,0,1672605996000000000,1
Process : P84xConnectorService is running successfully,2023-01-01 20:51:39,Application,Application_server_82,6,20,0,1672606299000000000,1
Process : TaskRoutingService is running successfully,2023-01-01 20:56:21,Application,Application_server_247,6,20,0,1672606581000000000,1
Current memory usage percentage is 80%,2023-01-01 21:00:55,Application,Application_server_290,6,21,0,1672606855000000000,1
Service: Domain Time Client is running,2023-01-01 21:06:28,ms_win,ms_win_server_51,6,21,3,1672607188000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-01 21:11:35,Application,Application_server_468,6,21,0,1672607495000000000,1
Process : nbrmms is running successfully,2023-01-01 21:16:53,Application,Application_server_375,6,21,0,1672607813000000000,1
Filesystem:  / is 80 full,2023-01-01 21:22:21,linux_ix86,linux_ix86_server_143,6,21,2,1672608141000000000,1
Filesystem:  / is 75 full,2023-01-01 21:27:25,linux_ix86,linux_ix86_server_66,6,21,2,1672608445000000000,1
Service: enstart64 is running,2023-01-01 21:31:47,ms_win,ms_win_server_102,6,21,3,1672608707000000000,1
splunkd is running successfully,2023-01-01 21:37:08,Application,Application_server_327,6,21,0,1672609028000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-01 21:42:25,Application,Application_server_369,6,21,0,1672609345000000000,1
Process : TaskRoutingService is running successfully,2023-01-01 21:47:31,Application,Application_server_158,6,21,0,1672609651000000000,1
[MAN] The PERC1 battery is high.,2023-01-01 21:52:55,dell-idrac,dell-idrac_server_46,6,21,1,1672609975000000000,1
CHRONY : process is running successfully,2023-01-01 21:58:10,linux_ix86,linux_ix86_server_32,6,21,2,1672610290000000000,1
Process : nbsl is running successfully,2023-01-01 22:02:58,Application,Application_server_46,6,22,0,1672610578000000000,1
Process : nbrmms is running successfully,2023-01-01 22:07:53,Application,Application_server_226,6,22,0,1672610873000000000,1
Total CPU Utilization = 50%,2023-01-01 22:12:41,Application,Application_server_479,6,22,0,1672611161000000000,1
Process : TaskRoutingService is running successfully,2023-01-01 22:17:13,Application,Application_server_473,6,22,0,1672611433000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-01 22:21:40,Application,Application_server_266,6,22,0,1672611700000000000,1
Total CPU Utilization = 50%,2023-01-01 22:26:20,Application,Application_server_467,6,22,0,1672611980000000000,1
Service: masvc is running,2023-01-01 22:32:03,ms_win,ms_win_server_49,6,22,3,1672612323000000000,1
Process : nbsl is running successfully,2023-01-01 22:37:25,Application,Application_server_475,6,22,0,1672612645000000000,1
Process : nbsvcmon is running successfully,2023-01-01 22:42:05,Application,Application_server_355,6,22,0,1672612925000000000,1
[MAN] Log /webapp/logs/app123/SystemErr.log ParseException: Content is not allowed in prolog,2023-01-01 22:47:22,websphere,websphere_server_7,6,22,4,1672613242000000000,1
Process : nbsl is running successfully,2023-01-01 22:52:33,Application,Application_server_64,6,22,0,1672613553000000000,1
Service: Domain Time Client is running,2023-01-01 22:57:28,ms_win,ms_win_server_32,6,22,3,1672613848000000000,1
Filesystem:  / is 75 full,2023-01-01 23:02:12,linux_ix86,linux_ix86_server_23,6,23,2,1672614132000000000,1
Total CPU Utilization = 50%,2023-01-01 23:07:03,Application,Application_server_207,6,23,0,1672614423000000000,1
Process : nbsvcmon is running successfully,2023-01-01 23:12:08,Application,Application_server_388,6,23,0,1672614728000000000,1
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(cvm_vxconfigd) - successfully complete.,2023-01-01 23:17:29,linux_ix86,linux_ix86_server_121,6,23,2,1672615049000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-01 23:22:14,Application,Application_server_453,6,23,0,1672615334000000000,1
Total CPU Utilization = 50%,2023-01-01 23:27:30,Application,Application_server_218,6,23,0,1672615650000000000,1
Process : TaskRoutingService is running successfully,2023-01-01 23:32:33,Application,Application_server_333,6,23,0,1672615953000000000,1
CHRONY : process is running successfully,2023-01-01 23:37:19,linux_ix86,linux_ix86_server_9,6,23,2,1672616239000000000,1
Process : nbsvcmon is running successfully,2023-01-01 23:42:55,Application,Application_server_448,6,23,0,1672616575000000000,1
*CP01*nodeagent is missing,2023-01-01 23:47:51,websphere,websphere_server_1,6,23,4,1672616871000000000,1
Process : TaskRoutingService is running successfully,2023-01-01 23:52:32,Application,Application_server_410,6,23,0,1672617152000000000,1
Total CPU Utilization = 55%,2023-01-01 23:57:36,Application,Application_server_472,6,23,0,1672617456000000000,1
system: Processor Queue Length is 0,2023-01-02 00:02:57,ms_win,ms_win_server_19,0,0,3,1672617777000000000,1
Total CPU Utilization = 75%,2023-01-02 00:07:53,Application,Application_server_325,0,0,0,1672618073000000000,1
splunkd is running successfully,2023-01-02 00:13:05,Application,Application_server_440,0,0,0,1672618385000000000,1
Total CPU Utilization = 55%,2023-01-02 00:17:52,Application,Application_server_393,0,0,0,1672618672000000000,1
Total CPU Utilization = 55%,2023-01-02 00:22:54,Application,Application_server_502,0,0,0,1672618974000000000,-1
[MAN] The PERC1 battery is medium.,2023-01-02 00:27:50,dell-idrac,dell-idrac_server_23,0,0,1,1672619270000000000,1
system: Processor Queue Length is 0,2023-01-02 00:32:51,ms_win,ms_win_server_5,0,0,3,1672619571000000000,-1
splunkd is running successfully,2023-01-02 00:37:58,Application,Application_server_44,0,0,0,1672619878000000000,1
Current memory usage percentage is 70%,2023-01-02 00:43:23,Application,Application_server_99,0,0,0,1672620203000000000,1
system: Processor Queue Length is 0,2023-01-02 00:48:08,ms_win,ms_win_server_33,0,0,3,1672620488000000000,1
Service: Domain Time Client is running,2023-01-02 00:53:21,ms_win,ms_win_server_78,0,0,3,1672620801000000000,1
Process : P84xConnectorService is not running,2023-01-02 00:58:29,Application,Application_server_68,0,0,0,1672621109000000000,1
Process : nbsvcmon is running successfully,2023-01-02 01:03:05,Application,Application_server_461,0,1,0,1672621385000000000,1
Process : nbrmms is running successfully,2023-01-02 01:08:18,Application,Application_server_150,0,1,0,1672621698000000000,1
Current memory usage percentage is 70%,2023-01-02 01:13:07,Application,Application_server_414,0,1,0,1672621987000000000,1
Current memory usage percentage is 50%,2023-01-02 01:18:01,Application,Application_server_362,0,1,0,1672622281000000000,1
Current memory usage percentage is 60%,2023-01-02 01:22:35,Application,Application_server_199,0,1,0,1672622555000000000,-1
Process : nbsvcmon is running successfully,2023-01-02 01:27:51,Application,Application_server_308,0,1,0,1672622871000000000,1
splunkd is running successfully,2023-01-02 01:32:48,Application,Application_server_292,0,1,0,1672623168000000000,-1
Process : nbsvcmon is running successfully,2023-01-02 01:37:45,Application,Application_server_521,0,1,0,1672623465000000000,1
[MAN] Log /var/log/messages NIC Link is Down.,2023-01-02 01:42:39,linux_ix86,linux_ix86_server_38,0,1,2,1672623759000000000,1
CHRONY : process is running successfully,2023-01-02 01:47:49,linux_ix86,linux_ix86_server_93,0,1,2,1672624069000000000,1
system: Processor Queue Length is 0,2023-01-02 01:52:31,ms_win,ms_win_server_27,0,1,3,1672624351000000000,1
Process : java is running successfully,2023-01-02 01:57:41,Application,Application_server_222,0,1,0,1672624661000000000,1
CHRONY : process is running successfully,2023-01-02 02:02:12,linux_ix86,linux_ix86_server_113,0,2,2,1672624932000000000,1
Process : nbsl is running successfully,2023-01-02 02:07:35,Application,Application_server_65,0,2,0,1672625255000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-02 02:12:15,Application,Application_server_468,0,2,0,1672625535000000000,1
Process : TaskRoutingService is running successfully,2023-01-02 02:17:04,Application,Application_server_170,0,2,0,1672625824000000000,1
Current memory usage percentage is 60%,2023-01-02 02:21:54,Application,Application_server_457,0,2,0,1672626114000000000,1
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(cvm_vxconfigd) - successfully complete.,2023-01-02 02:26:25,linux_ix86,linux_ix86_server_133,0,2,2,1672626385000000000,1
"[MAN] Log /var/log/messages temperature above threshold, cpu clock throttled (total events = 1083)",2023-01-02 02:31:04,linux_ix86,linux_ix86_server_36,0,2,2,1672626664000000000,1
Total CPU Utilization = 55%,2023-01-02 02:36:15,Application,Application_server_30,0,2,0,1672626975000000000,1
Process : nbsvcmon is running successfully,2023-01-02 02:41:19,Application,Application_server_408,0,2,0,1672627279000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-02 02:46:15,Application,Application_server_384,0,2,0,1672627575000000000,1
CHRONY : process is running successfully,2023-01-02 02:51:15,linux_ix86,linux_ix86_server_55,0,2,2,1672627875000000000,1
Process : P84xConnectorService is running successfully,2023-01-02 02:56:21,Application,Application_server_315,0,2,0,1672628181000000000,1
[MAN] The PERC1 battery is medium.,2023-01-02 03:01:09,dell-idrac,dell-idrac_server_31,0,3,1,1672628469000000000,1
[MAN] The PERC1 battery is medium.,2023-01-02 03:05:57,dell-idrac,dell-idrac_server_15,0,3,1,1672628757000000000,-1
Process : TaskRoutingService is running successfully,2023-01-02 03:11:03,Application,Application_server_184,0,3,0,1672629063000000000,1
Process : nbsl is running successfully,2023-01-02 03:16:09,Application,Application_server_96,0,3,0,1672629369000000000,1
Process : nbrmms is running successfully,2023-01-02 03:20:50,Application,Application_server_84,0,3,0,1672629650000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-02 03:25:44,Application,Application_server_132,0,3,0,1672629944000000000,1
Filesystem:  / is 85 full,2023-01-02 03:30:57,linux_ix86,linux_ix86_server_122,0,3,2,1672630257000000000,1
Current memory usage percentage is 40%,2023-01-02 03:36:37,Application,Application_server_361,0,3,0,1672630597000000000,1
system: Processor Queue Length is 0,2023-01-02 03:41:24,ms_win,ms_win_server_88,0,3,3,1672630884000000000,1
Total CPU Utilization = 65%,2023-01-02 03:46:16,Application,Application_server_280,0,3,0,1672631176000000000,1
Process : nbsvcmon is running successfully,2023-01-02 03:51:17,Application,Application_server_46,0,3,0,1672631477000000000,1
[MAN] The system inlet temperature is above than the lower critical threshold.,2023-01-02 03:56:45,dell-idrac,dell-idrac_server_12,0,3,1,1672631805000000000,1
system: Processor Queue Length is 0,2023-01-02 04:01:48,ms_win,ms_win_server_88,0,4,3,1672632108000000000,-1
Total CPU Utilization = 50%,2023-01-02 04:06:27,Application,Application_server_457,0,4,0,1672632387000000000,1
Service: enstart64 is running,2023-01-02 04:11:18,ms_win,ms_win_server_95,0,4,3,1672632678000000000,1
splunkd is running successfully,2023-01-02 04:16:15,Application,Application_server_420,0,4,0,1672632975000000000,-1
splunkd is running successfully,2023-01-02 04:21:00,Application,Application_server_283,0,4,0,1672633260000000000,1
Filesystem:  / is 85 full,2023-01-02 04:26:16,linux_ix86,linux_ix86_server_106,0,4,2,1672633576000000000,1
Service: syslog-ng Agent is running,2023-01-02 04:31:37,ms_win,ms_win_server_91,0,4,3,1672633897000000000,1
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(vxattachd) - successfully complete.,2023-01-02 04:36:21,linux_ix86,linux_ix86_server_83,0,4,2,1672634181000000000,1
Service: masvc is running,2023-01-02 04:41:47,ms_win,ms_win_server_94,0,4,3,1672634507000000000,1
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(cvm_vxconfigd) - successfully complete.,2023-01-02 04:47:23,linux_ix86,linux_ix86_server_56,0,4,2,1672634843000000000,1
splunkd is running successfully,2023-01-02 04:52:24,Application,Application_server_110,0,4,0,1672635144000000000,1
Process : nbsl is running successfully,2023-01-02 04:57:07,Application,Application_server_459,0,4,0,1672635427000000000,1
Service: enstart64 is running,2023-01-02 05:02:26,ms_win,ms_win_server_100,0,5,3,1672635746000000000,1
